recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
3,5.653961779672245,1,1,Rural,0,Phone,No Offer,1
8,4.768393867090105,0,1,Surburban,1,Phone,Buy One Get One,0
11,6.922121587611284,1,0,Rural,1,Multichannel,Discount,0
7,4.432600920636815,1,0,Urban,1,Web,No Offer,0
5,5.960257637483271,1,0,Urban,0,Phone,Discount,0
7,5.474746597637154,0,1,Surburban,1,Phone,Discount,0
1,6.393139146974828,0,1,Urban,1,Web,Buy One Get One,0
7,5.775730973968785,1,0,Urban,0,Phone,No Offer,0
9,5.3757875373149355,1,0,Surburban,0,Web,No Offer,0
1,5.43599017167311,0,1,Surburban,1,Phone,No Offer,0
12,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,0
7,3.4008639927609177,1,0,Urban,1,Web,No Offer,0
7,4.909930589974623,1,0,Surburban,1,Phone,Discount,0
5,6.614283143084715,1,0,Surburban,1,Multichannel,Buy One Get One,0
6,5.4376009336504225,0,1,Urban,0,Phone,Buy One Get One,0
6,4.888467660122048,1,0,Surburban,1,Web,No Offer,0
11,6.150581446257343,0,1,Urban,0,Phone,No Offer,0
2,5.926445910733533,0,1,Surburban,0,Phone,Discount,0
1,5.7623657987550985,0,1,Urban,0,Phone,Discount,0
11,4.316153890523174,0,1,Rural,0,Phone,Discount,0
3,3.643882088183201,0,1,Rural,1,Web,Buy One Get One,0
11,5.542595990392205,0,1,Urban,0,Phone,Buy One Get One,0
11,5.743419767694698,0,1,Urban,0,Multichannel,Discount,0
3,6.16093302247511,0,1,Rural,0,Web,Buy One Get One,0
8,4.429387206033719,0,1,Surburban,0,Phone,Discount,0
11,3.4008639927609177,0,1,Urban,0,Web,Buy One Get One,0
2,5.576668541258341,1,0,Urban,1,Web,No Offer,0
8,5.402136695187034,0,1,Urban,0,Multichannel,No Offer,0
5,6.630234736201595,0,1,Urban,1,Phone,No Offer,0
5,4.536141599577656,1,0,Surburban,0,Web,Buy One Get One,0
1,4.975008116453105,1,0,Urban,0,Phone,No Offer,0
9,5.453738667365866,1,1,Surburban,1,Multichannel,Discount,0
11,5.185372607531902,0,1,Surburban,1,Phone,Discount,1
2,3.648057459593681,1,0,Urban,1,Phone,Discount,0
11,3.6943643843445058,0,1,Surburban,1,Web,Buy One Get One,0
10,3.562749176969724,0,1,Rural,1,Web,No Offer,0
9,4.271793154274181,0,1,Urban,1,Phone,Discount,0
7,3.4008639927609177,0,1,Rural,1,Phone,Discount,0
2,5.216727629508083,0,1,Surburban,0,Web,Discount,0
10,5.938986340462777,1,1,Rural,0,Phone,No Offer,0
8,6.132833892570507,0,1,Surburban,0,Phone,No Offer,0
7,6.236447865026648,1,0,Surburban,1,Web,Discount,0
4,3.9887988442301956,1,0,Surburban,0,Phone,Buy One Get One,0
4,4.509870006133767,0,1,Urban,1,Web,Buy One Get One,1
1,6.7357681376872405,1,1,Rural,1,Phone,No Offer,0
9,5.685279003091641,1,0,Urban,1,Multichannel,Discount,0
11,4.944637931589103,0,1,Urban,1,Phone,Discount,0
10,3.730501128804756,0,1,Surburban,1,Web,Discount,0
6,6.15251990610877,0,1,Surburban,1,Phone,Discount,0
5,3.403860499081639,1,0,Surburban,0,Web,No Offer,0
5,6.102290102196867,1,0,Surburban,0,Phone,Discount,0
4,6.8119819919602165,0,1,Surburban,1,Multichannel,Discount,0
2,5.0796014985609785,0,1,Surburban,1,Web,No Offer,0
11,3.8533340090794663,0,1,Surburban,0,Web,Buy One Get One,0
9,6.421736082467595,1,1,Urban,1,Phone,Discount,0
6,5.2190576855624045,1,0,Surburban,0,Web,Buy One Get One,0
10,5.410082329878857,1,0,Surburban,1,Multichannel,Buy One Get One,0
3,4.238444906195857,0,1,Surburban,0,Web,Discount,0
10,6.618698929310521,1,1,Surburban,1,Multichannel,Buy One Get One,1
7,5.596753901897678,1,1,Rural,1,Web,Discount,1
10,6.091060982326444,0,1,Urban,0,Multichannel,Buy One Get One,0
8,5.527482750180741,1,0,Urban,0,Web,Discount,0
10,5.371800143307841,0,1,Urban,1,Phone,Discount,0
1,6.527358322696756,1,0,Urban,1,Multichannel,Discount,1
9,5.818390103670691,1,0,Surburban,0,Phone,No Offer,1
5,5.079414809491081,1,0,Surburban,0,Web,Discount,0
9,4.792893792071041,1,0,Surburban,1,Web,Buy One Get One,0
10,4.233961566558017,1,0,Urban,1,Phone,Discount,0
5,5.542791788564076,1,0,Surburban,0,Web,Discount,0
10,4.654246023634684,1,0,Urban,1,Web,Buy One Get One,0
9,5.399790335478671,1,1,Rural,0,Multichannel,Discount,0
2,5.602598410655186,0,1,Surburban,0,Multichannel,Buy One Get One,0
2,6.166488709232913,1,0,Surburban,0,Phone,Buy One Get One,0
4,4.251917949326861,1,0,Surburban,1,Web,Discount,0
3,5.598977360290075,1,0,Urban,0,Phone,Discount,1
7,4.896869179797807,1,0,Rural,0,Phone,Discount,1
3,5.069155742908264,1,0,Surburban,1,Web,No Offer,0
4,3.475067230228611,1,0,Surburban,1,Phone,Buy One Get One,0
1,3.907010463604602,1,0,Rural,0,Web,No Offer,1
10,4.651672019639511,1,0,Urban,0,Web,No Offer,1
4,6.564433638659677,1,0,Surburban,1,Phone,Buy One Get One,0
2,5.8866594327418555,0,1,Surburban,0,Multichannel,Buy One Get One,1
10,5.168493378711836,0,1,Surburban,0,Web,Buy One Get One,0
1,5.958528046861717,0,1,Surburban,0,Web,No Offer,1
2,5.054141682405396,0,1,Rural,0,Phone,Buy One Get One,0
10,4.81324070780478,0,1,Rural,1,Phone,No Offer,0
4,6.35629861468524,1,1,Surburban,1,Web,Discount,0
11,4.603568904621118,0,1,Urban,1,Phone,No Offer,0
3,5.571659613394992,1,0,Surburban,0,Phone,Discount,1
3,4.885223231275381,0,1,Urban,0,Web,No Offer,0
10,5.7246629522355565,0,1,Surburban,0,Multichannel,Discount,0
10,5.666876413960221,0,1,Rural,1,Phone,Discount,0
5,5.713600783593539,1,0,Surburban,0,Multichannel,Buy One Get One,0
9,5.224778463213166,1,0,Surburban,0,Web,No Offer,0
7,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,0
5,3.4008639927609177,0,1,Surburban,0,Phone,Buy One Get One,0
11,5.623692543645438,0,1,Surburban,1,Multichannel,Buy One Get One,0
8,4.575432367724135,0,1,Rural,0,Phone,Buy One Get One,0
1,5.836972142232703,1,1,Urban,1,Multichannel,No Offer,0
11,4.358374106008653,1,0,Surburban,1,Phone,No Offer,0
8,5.30305612089521,1,0,Urban,1,Web,No Offer,0
11,4.308245532169378,0,1,Urban,1,Phone,Discount,0
10,4.746409297680816,0,1,Surburban,1,Web,No Offer,0
6,3.4008639927609177,0,1,Surburban,1,Phone,No Offer,0
5,5.371103036273684,1,1,Rural,0,Multichannel,No Offer,0
8,3.5336865647082343,1,0,Urban,1,Phone,No Offer,1
3,3.4008639927609177,1,0,Surburban,1,Web,Buy One Get One,0
7,5.840031005847422,1,0,Urban,0,Multichannel,No Offer,0
9,4.0260657214688065,0,1,Surburban,1,Phone,Discount,0
2,4.024637149797281,0,1,Urban,0,Phone,Discount,0
8,5.081901135983253,0,1,Surburban,1,Web,Discount,0
10,5.540204160679382,1,1,Urban,1,Web,Discount,0
3,5.600272098286537,1,1,Urban,0,Phone,No Offer,0
2,4.154498485041848,1,0,Rural,1,Web,Discount,0
7,4.442651256490317,0,1,Urban,1,Web,Discount,0
9,3.971234865059992,0,1,Surburban,0,Phone,Discount,1
1,4.602065371034612,0,1,Surburban,1,Phone,Buy One Get One,0
3,4.3899948043230586,1,0,Surburban,0,Phone,No Offer,0
1,6.369832487331779,0,1,Urban,1,Web,Discount,0
2,4.490881039585964,0,1,Urban,1,Web,No Offer,0
10,4.982715814098122,1,0,Surburban,0,Phone,Discount,0
10,5.357387840125025,0,1,Rural,0,Web,Buy One Get One,1
9,3.945070859474346,0,1,Urban,1,Web,Discount,0
1,6.661471035226285,0,1,Surburban,1,Phone,Discount,0
3,4.005513348515485,1,0,Rural,1,Phone,No Offer,0
4,5.18307485103576,0,1,Surburban,1,Phone,No Offer,1
4,6.7074611792655725,1,1,Surburban,1,Multichannel,Discount,0
10,4.440059665924491,0,1,Surburban,1,Web,No Offer,0
7,6.392603644845124,1,0,Urban,1,Phone,No Offer,0
3,4.336375289254793,0,1,Surburban,0,Phone,Discount,0
5,5.358047470755803,1,1,Rural,0,Multichannel,Buy One Get One,0
2,3.4008639927609177,1,0,Surburban,0,Web,Buy One Get One,0
10,5.352237208537467,1,1,Urban,1,Phone,Discount,0
6,5.330784556685538,1,0,Surburban,0,Web,Discount,0
1,6.307260203218562,1,0,Urban,1,Multichannel,Discount,0
7,6.023084330863438,0,1,Surburban,0,Phone,Buy One Get One,0
4,5.489722542075034,1,0,Urban,0,Web,No Offer,0
5,5.270791995483284,1,0,Surburban,1,Web,Buy One Get One,0
11,4.4978076676595915,1,0,Surburban,1,Web,Buy One Get One,0
10,5.571088826264064,1,0,Urban,1,Multichannel,No Offer,0
12,5.2134672886316435,0,1,Surburban,0,Web,Buy One Get One,1
3,5.6674642119820895,0,1,Surburban,0,Phone,No Offer,1
2,6.479845155543454,1,0,Surburban,1,Multichannel,Buy One Get One,0
1,5.224832277285559,0,1,Rural,1,Phone,Buy One Get One,0
2,5.453909863599967,1,0,Surburban,0,Web,Discount,0
9,4.8519521358677,1,0,Surburban,0,Phone,Buy One Get One,1
1,4.237289838207198,0,1,Rural,0,Phone,No Offer,0
12,5.276429566790007,0,1,Surburban,0,Web,No Offer,0
7,3.7059823620135983,0,1,Surburban,1,Phone,Buy One Get One,1
4,6.460170459683562,1,0,Surburban,1,Web,No Offer,0
11,4.576359104133972,1,0,Surburban,1,Phone,Buy One Get One,0
1,5.149817358229593,0,1,Urban,1,Web,No Offer,0
6,6.316207550137784,0,1,Urban,1,Web,Discount,0
5,3.4008639927609177,1,0,Surburban,1,Web,Discount,0
1,4.316687793365541,0,1,Urban,0,Phone,No Offer,0
1,5.13603370349059,0,1,Rural,0,Phone,Discount,0
9,3.4008639927609177,1,0,Urban,1,Phone,Buy One Get One,0
2,4.304470416455007,1,0,Urban,0,Phone,Discount,0
9,5.806038175360548,0,1,Urban,0,Web,Discount,0
8,5.776692110043519,0,1,Surburban,0,Web,Discount,0
1,5.385961876400083,0,1,Surburban,1,Phone,No Offer,0
8,3.765840495250065,1,0,Rural,1,Web,Buy One Get One,0
6,4.404277243608702,1,0,Rural,0,Web,Discount,0
3,6.39517812217734,1,0,Urban,1,Phone,Buy One Get One,0
5,3.4008639927609177,0,1,Urban,0,Phone,No Offer,1
6,5.929190127623478,0,1,Surburban,0,Web,No Offer,0
10,4.086648355587631,1,0,Urban,1,Web,Buy One Get One,0
9,4.97321030100552,0,1,Urban,1,Web,No Offer,0
1,4.86599480426999,0,1,Surburban,0,Phone,Buy One Get One,0
1,3.856087373097843,0,1,Urban,0,Phone,No Offer,0
4,3.4008639927609177,0,1,Surburban,0,Phone,Buy One Get One,0
7,4.063197833225264,0,1,Surburban,1,Phone,Buy One Get One,0
5,3.8433158074183553,0,1,Surburban,1,Web,No Offer,0
8,5.819429898182163,0,1,Surburban,0,Phone,No Offer,0
11,4.933898227875873,1,0,Rural,1,Web,Discount,0
9,3.4008639927609177,1,0,Urban,0,Phone,No Offer,0
8,3.9772487903458535,1,0,Rural,1,Web,Buy One Get One,0
10,5.140141931582161,0,1,Surburban,1,Web,Discount,0
9,5.62108903467167,1,0,Urban,0,Web,Discount,0
7,5.029980300360032,1,0,Surburban,0,Web,No Offer,0
2,4.760034896549007,1,0,Urban,0,Web,Buy One Get One,1
2,3.4008639927609177,1,0,Urban,0,Web,No Offer,0
9,3.6436205477083212,1,0,Urban,1,Web,No Offer,0
2,6.055659259149979,0,1,Urban,0,Web,Buy One Get One,1
10,6.619005970569933,1,1,Urban,1,Phone,Buy One Get One,0
3,3.828641396489095,0,1,Urban,0,Phone,Discount,0
7,6.062528605538986,0,1,Urban,0,Phone,Buy One Get One,0
2,5.3256406621969266,0,1,Urban,0,Web,No Offer,1
10,3.874113432354926,1,0,Urban,1,Phone,No Offer,0
1,5.352758202226283,0,1,Rural,0,Web,Buy One Get One,1
2,6.013226038889495,0,1,Urban,0,Multichannel,Discount,0
5,5.36550861608836,1,1,Urban,1,Web,Buy One Get One,0
3,5.541145891178645,1,0,Urban,1,Multichannel,Discount,1
7,5.845687047494641,0,1,Urban,1,Phone,No Offer,0
5,5.023288240219571,1,0,Urban,1,Web,Buy One Get One,0
1,6.111622538101768,1,0,Urban,0,Multichannel,Buy One Get One,0
7,5.170029346246506,0,1,Urban,1,Web,No Offer,0
7,5.8766147054290405,0,1,Surburban,0,Phone,Discount,0
8,5.70354911409641,0,1,Surburban,0,Web,Discount,0
1,5.369241704884735,0,1,Urban,1,Multichannel,Buy One Get One,0
5,5.698702928912902,1,0,Surburban,1,Phone,Buy One Get One,0
4,3.4008639927609177,1,0,Urban,0,Phone,Discount,0
7,3.4008639927609177,0,1,Urban,1,Web,No Offer,0
11,3.4008639927609177,1,0,Surburban,1,Web,No Offer,0
3,3.8258113086090804,1,0,Surburban,1,Phone,Buy One Get One,0
6,5.432804552256789,0,1,Urban,1,Web,Discount,0
2,7.347808591854672,1,1,Surburban,1,Multichannel,No Offer,0
11,3.4008639927609177,1,0,Urban,0,Web,Discount,0
10,3.9982007016691985,0,1,Urban,1,Phone,Discount,0
3,5.519899699795292,0,1,Rural,1,Web,No Offer,0
6,5.048252157667562,0,1,Surburban,1,Phone,Discount,0
9,5.377867645306046,1,0,Surburban,0,Phone,Buy One Get One,0
2,5.563792172875685,1,0,Surburban,0,Web,Buy One Get One,0
10,5.2053793708887675,0,1,Urban,1,Phone,No Offer,0
7,5.145224460414211,0,1,Surburban,0,Web,Buy One Get One,1
6,4.533996366533566,0,1,Surburban,0,Phone,Discount,0
10,5.513630338747058,1,0,Rural,1,Multichannel,Discount,0
1,7.2261435534129745,1,1,Surburban,1,Multichannel,Discount,0
6,5.436904706304079,1,0,Surburban,0,Phone,Buy One Get One,0
1,4.258869811047899,0,1,Urban,0,Web,Buy One Get One,0
3,6.613008308808235,0,1,Urban,1,Multichannel,Buy One Get One,0
1,4.338335946049148,1,0,Urban,1,Phone,No Offer,0
2,5.359318388105436,1,0,Urban,1,Multichannel,No Offer,0
6,5.717323710222868,1,0,Urban,0,Multichannel,Discount,1
11,3.4008639927609177,0,1,Surburban,0,Phone,Discount,1
1,6.201482331203264,0,1,Surburban,1,Multichannel,No Offer,0
7,4.767714115173372,0,1,Surburban,0,Phone,Discount,0
8,3.4061849231731944,1,0,Surburban,1,Phone,Discount,0
11,6.643763691141915,0,1,Rural,1,Multichannel,No Offer,1
8,4.622420539394619,0,1,Surburban,1,Phone,Buy One Get One,0
9,5.429345628954441,0,1,Surburban,1,Phone,Buy One Get One,0
1,6.442778991450427,1,0,Surburban,1,Web,Discount,0
12,5.319197844127392,1,0,Surburban,1,Web,Discount,0
3,4.53838915229774,1,0,Surburban,0,Phone,No Offer,0
11,3.670206188848315,0,1,Surburban,0,Web,Buy One Get One,1
3,5.011834574671738,1,0,Surburban,1,Phone,Discount,0
6,3.4008639927609177,1,0,Rural,1,Phone,Buy One Get One,0
2,6.33703809797554,1,0,Surburban,1,Multichannel,Buy One Get One,1
10,5.9641704285334365,1,0,Urban,0,Phone,No Offer,1
10,3.4008639927609177,0,1,Urban,1,Phone,Discount,0
5,5.800425099694305,1,0,Rural,0,Multichannel,Buy One Get One,0
7,5.605691766095507,1,0,Surburban,1,Phone,Discount,0
5,5.010768618541491,0,1,Rural,0,Phone,Discount,0
12,3.87618855241893,0,1,Surburban,1,Web,Discount,0
2,5.652383911570201,1,0,Surburban,1,Multichannel,Buy One Get One,0
2,6.108113606723163,1,0,Rural,1,Web,Buy One Get One,0
9,6.171867598079306,1,0,Urban,0,Multichannel,Discount,0
3,6.435541208510255,1,1,Urban,1,Phone,Buy One Get One,0
4,5.771160709986149,0,1,Surburban,0,Phone,No Offer,0
4,5.006894974480533,0,1,Surburban,0,Web,Discount,0
3,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,1
7,5.854441350941314,0,1,Rural,1,Phone,No Offer,0
6,3.4265401893339504,0,1,Rural,1,Web,Discount,1
5,5.818360379363636,0,1,Surburban,0,Phone,Buy One Get One,1
5,4.084294226368599,1,0,Surburban,0,Phone,Buy One Get One,0
5,3.4008639927609177,1,0,Urban,1,Phone,No Offer,0
8,4.65195834748685,1,0,Urban,1,Web,Buy One Get One,0
2,6.468723046030025,1,1,Urban,1,Multichannel,Discount,0
4,4.590056548178043,0,1,Surburban,0,Web,Buy One Get One,0
6,5.868420823264403,1,1,Urban,0,Web,Discount,0
3,5.09528276815654,0,1,Surburban,0,Web,No Offer,0
1,4.655007420835263,0,1,Rural,0,Web,Buy One Get One,0
6,5.283406753812282,0,1,Surburban,0,Web,Discount,0
3,5.884129861836807,0,1,Surburban,0,Phone,Discount,0
1,5.577652197511989,0,1,Surburban,0,Multichannel,Discount,1
2,5.891367930569697,0,1,Urban,1,Web,No Offer,0
3,4.389002248410307,1,0,Surburban,0,Web,No Offer,1
11,5.182682022949112,0,1,Surburban,0,Phone,No Offer,0
12,4.223177434065069,0,1,Surburban,1,Phone,No Offer,0
7,4.638024522859038,0,1,Urban,1,Phone,Discount,0
9,3.4008639927609177,1,0,Rural,1,Phone,Discount,0
8,6.514282968925649,1,0,Urban,1,Phone,No Offer,0
1,7.066697319031236,1,0,Surburban,1,Multichannel,Discount,0
6,4.427358444671965,1,0,Urban,0,Web,Discount,0
2,5.733503076105283,1,0,Urban,1,Multichannel,No Offer,0
3,5.735507214350442,1,0,Urban,0,Web,Discount,0
9,5.6911361796218785,1,0,Urban,0,Web,No Offer,0
11,4.338074747144699,1,0,Urban,0,Web,No Offer,0
3,3.8255932774297583,1,0,Urban,1,Web,No Offer,0
8,3.4035279970004377,1,0,Surburban,0,Phone,Discount,0
2,6.4939958680491525,0,1,Urban,1,Multichannel,Buy One Get One,1
12,5.003744943391502,0,1,Urban,1,Phone,Discount,0
3,4.879843003846233,1,0,Surburban,1,Web,Discount,0
2,7.314113321638893,0,1,Surburban,1,Web,No Offer,0
5,4.965149663935124,1,0,Surburban,0,Phone,Discount,0
3,4.955122584165997,1,0,Urban,1,Web,Buy One Get One,0
8,6.310009183185445,0,1,Surburban,1,Phone,Discount,0
5,4.63443768366866,1,0,Urban,0,Phone,No Offer,1
1,6.9258898491776195,1,0,Surburban,1,Multichannel,Buy One Get One,0
1,5.711915974552923,1,0,Surburban,0,Web,Buy One Get One,0
1,5.081031624717987,0,1,Urban,1,Phone,Discount,0
5,4.743278588105721,0,1,Urban,1,Web,No Offer,0
11,5.522340530889254,0,1,Urban,1,Web,Buy One Get One,0
10,6.27545857708399,0,1,Surburban,1,Phone,No Offer,0
12,5.104853969335237,1,0,Surburban,0,Phone,Buy One Get One,0
5,6.411046212773516,1,1,Surburban,1,Web,Buy One Get One,0
5,4.21390379727974,1,0,Urban,1,Phone,Discount,0
1,3.9865737366924425,0,1,Urban,0,Phone,No Offer,0
11,3.4008639927609177,0,1,Surburban,0,Phone,No Offer,0
6,5.180884269655941,0,1,Surburban,0,Web,Buy One Get One,1
3,6.837032340363153,1,1,Surburban,1,Multichannel,Buy One Get One,0
8,5.13202662682661,1,0,Surburban,1,Phone,Buy One Get One,0
9,4.864529941435284,0,1,Rural,1,Web,No Offer,0
11,4.108740442505833,1,0,Urban,0,Web,No Offer,1
1,5.989662925161354,1,0,Surburban,0,Multichannel,Discount,0
7,4.685459017216894,1,0,Surburban,1,Web,No Offer,0
3,6.152328357651745,0,1,Surburban,0,Multichannel,No Offer,0
11,5.469662232628359,1,1,Surburban,1,Phone,Buy One Get One,0
12,5.479012601597407,0,1,Urban,1,Web,No Offer,0
1,5.406274508053129,1,1,Urban,0,Web,Buy One Get One,1
8,4.154498485041848,1,0,Surburban,0,Web,Discount,1
4,5.668017118209458,0,1,Urban,0,Phone,Discount,0
9,3.4008639927609177,1,0,Surburban,0,Web,Discount,0
10,5.5557850469062,1,0,Surburban,1,Phone,Buy One Get One,0
6,4.600157644164547,0,1,Surburban,1,Web,Discount,0
7,4.6778628713815325,0,1,Surburban,0,Phone,Buy One Get One,1
1,3.4008639927609177,0,1,Surburban,1,Web,Discount,1
4,6.534878360467125,1,0,Rural,1,Phone,Buy One Get One,1
11,5.009234313180627,0,1,Urban,1,Web,Discount,0
5,5.807271239681231,0,1,Urban,1,Phone,No Offer,0
11,3.761665123839584,0,1,Rural,1,Phone,No Offer,0
6,4.360164387816747,0,1,Urban,0,Web,Discount,1
1,6.879664398815612,1,0,Surburban,1,Web,Discount,1
10,3.4008639927609177,1,0,Urban,1,Phone,Buy One Get One,0
6,5.9023874015232565,0,1,Urban,0,Web,Buy One Get One,1
3,6.4503282319408415,0,1,Urban,1,Web,Discount,0
1,4.30932152420325,0,1,Surburban,0,Phone,Discount,0
1,3.8192496052757914,1,0,Surburban,0,Phone,Discount,0
11,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,0
3,4.924278248439725,1,0,Urban,1,Phone,Discount,0
1,6.261472600169475,0,1,Surburban,1,Multichannel,No Offer,0
5,3.4008639927609177,0,1,Surburban,0,Phone,Buy One Get One,0
3,5.563216876102574,0,1,Urban,0,Multichannel,Discount,0
7,3.4008639927609177,1,0,Surburban,0,Web,Buy One Get One,1
6,5.978961711384203,0,1,Urban,0,Web,No Offer,0
12,4.8739752026701835,0,1,Surburban,0,Phone,Discount,0
2,6.215307853536465,1,1,Urban,1,Web,Buy One Get One,0
8,5.554508771908447,1,0,Urban,0,Phone,No Offer,0
12,4.053348941518581,1,0,Urban,1,Phone,Discount,0
9,5.038380154404814,1,0,Surburban,0,Web,Buy One Get One,0
10,4.073461351305676,0,1,Urban,1,Web,No Offer,0
1,6.844144327518774,1,1,Surburban,1,Phone,Buy One Get One,0
1,3.4008639927609177,1,0,Surburban,0,Phone,Discount,0
4,3.453789831781326,1,0,Surburban,1,Phone,Buy One Get One,1
5,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,0
5,4.048475128563646,0,1,Urban,0,Web,Buy One Get One,0
5,5.354319556663322,1,1,Surburban,0,Web,Discount,0
3,5.063164491108096,0,1,Rural,0,Web,Discount,0
8,5.940486992343114,0,1,Urban,0,Phone,Discount,1
9,6.192546521619673,1,0,Urban,0,Multichannel,Discount,1
1,6.724865560815073,1,0,Urban,1,Web,Buy One Get One,0
4,5.8923345812007915,0,1,Surburban,0,Multichannel,Discount,0
2,5.66791347157529,1,1,Rural,0,Web,Discount,1
10,3.7739097032985116,1,0,Rural,0,Phone,Discount,1
8,5.439686712010562,0,1,Urban,1,Web,No Offer,0
2,3.5037539699872475,0,1,Urban,0,Phone,No Offer,0
9,5.256870176633863,0,1,Surburban,1,Phone,No Offer,0
9,6.408957035428865,1,1,Urban,1,Web,Buy One Get One,0
2,4.999506936308412,1,0,Rural,0,Web,Discount,0
11,6.247675302126387,1,0,Surburban,1,Web,Buy One Get One,0
9,4.595725727160092,0,1,Surburban,1,Web,Discount,0
3,6.240568200091723,1,1,Surburban,1,Phone,Discount,0
6,5.256244590126129,1,0,Urban,1,Phone,Discount,1
10,5.2354308134928464,1,0,Surburban,0,Phone,Discount,0
10,4.599554447202456,0,1,Surburban,0,Phone,Discount,0
10,5.5991624255260986,0,1,Urban,0,Phone,Discount,0
1,5.961700973902294,0,1,Surburban,0,Phone,No Offer,0
1,6.029891676225963,0,1,Urban,0,Web,No Offer,0
11,3.777805663308338,0,1,Surburban,1,Phone,Buy One Get One,0
9,4.562680134367139,0,1,Surburban,1,Web,Buy One Get One,0
1,6.3064030160165885,0,1,Urban,1,Phone,Discount,0
5,4.603368564041463,0,1,Surburban,0,Web,Discount,1
7,6.083268587583019,0,1,Urban,0,Web,Discount,0
2,4.370839289033305,1,0,Urban,1,Phone,Buy One Get One,0
10,5.2652775124698366,1,0,Urban,1,Phone,Discount,0
7,6.254078780330681,1,0,Rural,1,Phone,Buy One Get One,0
9,3.6696966346971625,0,1,Urban,0,Phone,Buy One Get One,1
5,4.215233879497554,1,0,Urban,1,Web,Discount,0
2,3.4008639927609177,0,1,Surburban,0,Web,Discount,0
2,4.909414346738851,1,0,Urban,1,Web,Buy One Get One,0
4,6.455261454444196,1,1,Surburban,1,Multichannel,No Offer,0
8,5.415300082033651,0,1,Surburban,1,Phone,Buy One Get One,0
6,4.139955073474153,0,1,Urban,0,Phone,Buy One Get One,0
3,6.510615419619962,0,1,Rural,1,Web,Buy One Get One,0
3,7.14945362054408,1,1,Urban,1,Phone,No Offer,0
5,6.024512401154182,0,1,Surburban,0,Phone,Discount,0
3,5.507564812670135,0,1,Urban,1,Multichannel,No Offer,0
3,3.4008639927609177,1,0,Urban,1,Web,No Offer,0
10,5.156235234613581,0,1,Surburban,1,Phone,Buy One Get One,0
7,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,0
9,5.448847213349734,1,0,Urban,1,Multichannel,Buy One Get One,0
7,3.497718948652777,0,1,Urban,1,Web,Discount,0
5,5.031940060590085,0,1,Rural,1,Web,No Offer,0
9,7.016932501738088,0,1,Surburban,1,Multichannel,Buy One Get One,0
1,6.8194157476586135,1,0,Surburban,1,Web,Buy One Get One,0
9,3.4008639927609177,0,1,Surburban,1,Phone,Buy One Get One,0
12,5.422259175742214,1,0,Urban,0,Web,Buy One Get One,0
2,3.9322177127136655,1,0,Surburban,0,Web,Buy One Get One,0
2,5.811290682371486,0,1,Urban,1,Phone,No Offer,0
10,3.4008639927609177,1,0,Surburban,1,Phone,No Offer,0
10,4.429148741742616,1,0,Urban,0,Phone,Buy One Get One,0
6,5.663377060021162,1,1,Urban,0,Web,Buy One Get One,0
1,6.477249247630488,0,1,Urban,1,Multichannel,No Offer,0
7,4.404888303817144,1,0,Surburban,1,Web,Buy One Get One,0
9,5.802178796512394,1,1,Urban,0,Web,No Offer,1
1,4.7660127111049215,1,0,Surburban,0,Phone,Buy One Get One,0
1,5.64417400305089,0,1,Urban,1,Web,No Offer,0
1,4.492896943505305,1,0,Urban,1,Phone,Buy One Get One,0
1,5.567810009799607,0,1,Surburban,1,Web,Discount,0
3,5.253006143838033,1,0,Surburban,1,Web,Buy One Get One,0
9,3.6793340412704048,1,0,Surburban,1,Web,Discount,0
11,5.473782135878778,1,0,Surburban,0,Phone,Buy One Get One,1
1,4.400357591358605,0,1,Surburban,0,Phone,No Offer,0
3,6.969978622162269,1,1,Surburban,1,Multichannel,Discount,0
5,5.113973766802443,1,0,Urban,0,Web,No Offer,1
7,6.3972296102251445,0,1,Surburban,1,Web,No Offer,0
2,4.405498990859024,0,1,Urban,0,Phone,No Offer,0
10,5.928790952579924,1,0,Urban,0,Phone,No Offer,0
9,4.4467604492404496,0,1,Urban,0,Phone,Buy One Get One,1
9,4.150567353318379,1,0,Urban,1,Web,No Offer,0
1,5.665734407018671,1,0,Surburban,1,Multichannel,No Offer,0
4,6.296538254513005,0,1,Surburban,1,Multichannel,Buy One Get One,0
10,5.410082329878857,0,1,Urban,1,Phone,Discount,0
7,3.4008639927609177,1,0,Surburban,1,Web,No Offer,0
5,4.356708826689592,0,1,Surburban,1,Phone,Buy One Get One,0
2,3.941193382727926,1,0,Urban,0,Phone,No Offer,0
9,5.204391228515873,1,0,Urban,1,Phone,No Offer,0
10,4.509649984130679,1,0,Surburban,1,Phone,No Offer,0
6,6.63354209247732,0,1,Surburban,1,Multichannel,No Offer,0
2,5.657075139890874,0,1,Surburban,0,Web,No Offer,0
3,5.38943695991552,1,0,Urban,0,Web,No Offer,0
2,3.7242465979512276,1,0,Urban,0,Phone,Discount,0
7,4.519939041625431,0,1,Surburban,1,Web,Buy One Get One,1
